2
OnePlus 13,file:/C:/Users/Admin/projects/OOP_kursova/Images/onePlus13.jpg,750$,6.82,1440,3168,19.8x9,510 ppi,120 HZ,800-1600 nit,32 MP,f/2.4,90,1,5G,nano-SIM,2,5,Wi-Fi 7 (802.11be),Bluetooth v 5.4,aptX HD,NFC,IrDA,1,USB C 3.2 gen1,Android 15,Snapdragon 8 Elite,4.32 GHz,8,Adreno 830,12 GB,256 GB,absent,4.86 x,3,Main lens,Sony LYT-808 1/1.4",50 MP,f/1.6,23 mm,85,Ultra wide lens,Samsung S5KJN5 1/2.75",50 MP,f/2.0,15 mm,120,Telephoto lens,Sony LYT-600 1/1.95",50 MP,f/2.6,73 mm,33,6000 mAh,Oppo SuperVOOC,100 W,50% за 13 хв. 100% за 36 хв.,IP68/IP69K,metal/glass,162.9x76.5x8.5 mm,213 g
Apple iPhone 16 Pro Max,file:/C:/Users/Admin/projects/OOP_kursova/Images/AppleiPhone16ProMax.jpg,1300$,6.9,1320,2868,19.5 x 9,458 ppi,120 HZ,-,12 MP,f/1.9,-,1,5G,nano+e-SIM,2,4,Wi-Fi 7 (802.11be),Bluetooth v 5.3,NFC,satellite connection,0,,iOS,Apple A18 Pro,4.05 GHz,6,Apple GPU 6-core graphics,8 GB,256 GB,absent,5 x,3,Main lens,Apple Fusion Camera,48 MP,f/1.78,24 mm,-,Ultra wide lens,-,48 MP,f/2.2,13 mm,120,Telephoto lens,-,12 MP,f/2.8,120 mm,20,4685 mAh,Power Delivery,45 W,50% in 30 min,IP68,metal/glass Gorilla Glass,163x77.6x8.25 mm,227 g
